title,reviewer_name,verified_homebuyer,date,location,review_text,total_score,quality,trustworthiness,value,responsiveness
"Shea Homes-Trilogy - I purchased during covid, material shortages, labor shortages",Gina S.,Yes,2022-05-19,"Peoria, AZ","I purchased during covid, material shortages, labor shortages and a building boom in Arizona. That said, Shea had a hard time getting materials and quality labor. I think Shea could have done a better job supervising their subs that were not providing quality work.",2,2,2,3,2
What surprises await,William M.,Yes,2022-05-06,"Las Vegas, NV","This is our second Shea Home build so our expectations were extremely high based on our first experience. Boy were we in for a major let down. All Shea employees that we deal with are exceptional and appear to be caring. However, the quality of workmanship pales in comparison. The number of items needing repair is ridiculous. Although our service rep is always on top of our every concern and there are many, getting the trades in and actually doing repairs has been a major challenge at times. And when they do come they will not go above or beyond what is on work order if they do anything.This has lead to recalls and more delays/frustrations. At this point we are extremely concerned about the quality of workmanship in the not so obvious areas such as HVAC, plumbing, electrical, etc. We can only hope for the best and wait for 5 and 11 month walk-throughs to catch any hidden surprises.",2,2,3,2,3
Shea Homes - This was not the greatest home buying experience.,Shante W.,Yes,2022-05-03,"Manvel, TX","This was not the greatest home buying experience. I've bought 3 previous new builds and have never had the lack of communication and lack of attention to details during the building process and up until final walk through. Shea takes entirely too long to build a home in comparison to Perry, Drees and Highland in this particular area. Once moved in, my warranty representative found a list of things that needed to be addressed and redone on top of the things that were not addressed during the build. The warranty representative is OUTSTANDING!!! She has addressed all details in a timely mannerand has great communication along the way.",2,3,2,3,2
Lots of missed appointments for repairs of workmanship problems.,Thomas C.,Yes,2022-04-27,"Wickenburg, AZ","Workmanship construction problems, missed appointments. Lots of apologies, no work being done. Frustrated.",2,2,2,3,2
Exhausting process to get to into a home not that is not completed.,Andrea D.,Yes,2022-03-06,"Phoenix, AZ","There were children of the laborers at our home site while the home was being built-we have photos of them! We had multiple labor and material concerns ALL ALONG during the build, horrible workmanship, lack of quality, lack of caring. The painters were the worst, we continue to find more and more problems as we live in the house and the light shines on painted surfaces. Our framing wood quality throughout our home is bad, we had to fight so Shea didn't' use particle board pieces (7 on one) on our interior door frames. We sent multiple emails with legitimate concerns, most of which wentignored. As a result the house has been compromised, it is difficult to hang shelving and window coverings to be properly fitted. The ceiling in our son's room was not even attached properly as the Shea electrician who removed the fan from the room after we closed notified us that the ceiling had dropped by two inches and was essentially falling down. We have heard loud crack noises from the walls or roof, and do not know what this is from but are now very concerned. When it rains the home's interior doors won't open properly and stick. Rinnai tankless water system is a giant waste of water. We wait for hours waiting for hot water in our house while gallons of water run down the drain. What a waste! We are in a drought and live in the desert. The plumbing company has been out on several occasions since our close. They have told us that the Rinnai system is too far from being centrally located in the home to be efficient, hence 4-8 minute wait times for warm water at the kitchen and master sinks. I have to wash dishes with cold water as a general rule, I get a full dinner's dirty dishes clean before I get any warm water from the tap. We are still waiting for our garage door and screens on all the windows since we closed December 10. I am guessing the new garage, when we finally get it, door paint will not even match the paint house by the time it is finally installed. We are also waiting for multiple repairs-the biggest ones being stucco and paint. The stucco is an eyesore with a division that looks like someone rubbed it in circles from the ground as high as they could reach, rather than using the scaffolding to smooth it out all over. It is half textured. It is lovely spring in Arizona yet we cannot open up unless we want all the bugs inside, while we watch all of the new homes being constructed a block away get the garage door our home is supposed to have, and the screens our home are supposed to have. Shea's focus is on the close, postponing obligations to the existing homeowners. Exactly who is first in line? We can't get a response from Ryan, I have texted him without reply. We sit and wait for our home to be fixed, wait for our screens, wait for our garage door, etc, etc, while the newly constructed homes get what we were supposed to have IN DECEMBER. We have obviously been back-prioritized. We have a running joke in our home-Shea's moto is ""It's good enough."" We have noticed the quality of newer homes in the neighborhood have improved substantially, with them getting options we were NEVER EVEN PRESENTED WITH, like built-in floating shelves, like tile up the kitchen island. Additional hose lines to improve water convenience of the courtyard and side yard. WE WOULD HAVE GOTTEN ALL OF THOSE THINGS IF ANYONE WOULD HAVE HAD THE FORESIGHT OR ORGANIZATION TO GIVE US THESE OPTIONS. All in all, the final product is not up to the standards that we were sold on. This process has been exhausting, frustrating, and disappointing. We are wondering if our home have a warranty delay until we actually receive all of our home's repairs and parts when they finally get installed?",2,2,2,3,2
"Shea Homes-Family - Shea limited site visits to only once per month, seemingly to",Anonymous,Yes,2022-02-24,"Irvine, CA","Shea limited site visits to only once per month, seemingly to avoid us (and others) from pointing out various issues, like missing insulation, or missing options, or incorrect placement of options. They like to blame the trades for these issues, but they don't seem to manage their trades very well, and are more concerned about meeting schedule than delivering quality.",2,2,2,3,2
After you are occupied,Kevin W.,Yes,2022-02-23,"Wickenburg, AZ",The follow up for repairs etc. is poor. The trades run Shea not the other way around. People show up unannounced and are not controlled. There is profit and there is overhead and things will not be so easy in the future as it gets back to more normal.,2,3,3,2,1
Shea Homes - Made a mistake of buying a model home and paying for all those,Michael S.,Yes,2022-01-26,"Irvine, CA","Made a mistake of buying a model home and paying for all those upgrades at high prices. Being a model home, the builder only kept up with the house to make sure the lights and AC were working for other to see. There were so many issues with the house like appliances not work, missing parts, lack of explanation/manuals for the options included in the home price, etc. Getting things reported and being taken care of is another stressful process that no homeowner should go through. Shea home should have been more responsible to ensure that a decent and working home is sold and delivered tothe new homeowners...not after the homeowners to move in and have to deal with so many things to be repaired and serviced. I have to spending probably 30% of my time in the first month we moved in to wait for the repairs or service reps to come by. I bought several homes including new homes and this is the absolutely the worst experience of all. It has been 2 months since we moved in and still have thing not resolved from the walk-through inspection findings.",2,3,2,2,2
Poor construction quality,Chris S.,Yes,2021-12-21,"Phoenix, AZ","The construction team did very little quality assurance of the tradesmen that build our house. As a result we have a laundry list of items that have to be addressed. Shea seems willing to address issues, hoping that it will get done right. The whole process is quite frustrating. If you buy from Shea I would recommend being all over them during the construction process.",2,1,2,3,3
The lack of communication,Jonathon C.,Yes,2021-12-07,"Santa Maria, CA",This is my first home purchase for my wife and I. The response time to have someone answer my questions or to really elaborate on what needs to be done took weeks at times. I would have to reach out multiple times before getting a response.,2,3,2,3,1
Buyer Beware The Grove!,Anonymous,Yes,2021-11-12,"Camarillo, CA","Electronic devices and software don't function properly at The Grove, making it frustrating and wasting time, especially for a 55+ Active Adult community. Numerous repeat requests to customer service and numerous repeat visits by the trades to repair or replace defective equipment. Rinnai tankless water heater, canned lights, smart light switches, and Eero wifi are among the major problems.",2,2,2,2,2
I love their Vision for a Community,Lanette P.,Yes,2021-10-28,"Maple Valley, WA","Day one we were kind of led on, 1 its a gas Furnace but you don't bring gas lines for a Stove/oven or even for a dryer . 2 advised there will be a food truck every friday in neighborhood. Not everyone in the Shae Company is on the same page . 1 to not know which unit is being sold first . 2 to not having the same close date One person says its all up to the buyer then saying it has to be closed by a different day. Quality on their Model homes is horrible . the Frame work not a even square walls or Windows . You can see the Seam lines on Ceiling runs from Kitchen thru the living room . Thewindows NOT one the exact same size when the 4 should be exact and its not off by just a smidge its off by a lot and you can see it . I would think the price you will sell the model homes that should be your priority to have them perfect instead of in a rush so you can show people the units its not fair to the new owners and because of that charge Full amount for all upgrades but to not give even a discount knowing the quality of work done was not at 100 percent to standards. I cannot say about the homes being built for others who bought to their liking and upgrades on how well that was done. I believe being spread out as a company the communication is not going to be good and having New builders on each site does not keep the product the same over all . Last negative thing; There is no Flexability for the buyers Schedule . Its like they have banker hours 9-4 pm . Even tho it is a Senior 55* you still have buyers working that cannot do those hours and really need evening or weekend appt and Not understanding the need of your buyers is very sad . Good stuff . I love the community and your vision . The older you get the more you want and need just a single floor home. I do love your plans on most of your homes. Your community look so much like a home community and not a Shared wall Town Home Community .",2,2,2,2,2
Great sales staff,Daniel T.,Yes,2021-08-17,"Paradise Valley, AZ",Construction management POOR-Timely attention to serious issues Poor to OK. Tracy Grenier is outstanding,2,2,2,4,2
After sale service non existent.,Cary D.,Yes,2021-03-25,"OCALA, FL",The after sales service is horrible to non existent. Electric work shoddy at best. Shea is leaving Trilogy and abandoning we who recently purchased.,2,2,2,3,1
Not Respectful and shows bad attitude,Vani B.,Yes,2020-12-09,"Tracy, CA","These Builder or executives who face client are very rude, shows attitude and not respected at all. They are not customer friendly, they are not flexible at all when it comes to setting up any appointment.",2,3,2,2,1
Shea Homes - There are way too many issues with the quality and workmanship,Kai P.,Yes,2020-12-08,"Encinitas, CA",There are way too many issues with the quality and workmanship of the house. Very disappointed with the builder. I'm spending hundreds of hours that the builder should have spent in the first place to quality check their production and fix the issues. They shouldn't fall on the shoulders of home owners.,2,1,3,2,3
Beware,Stephen C.,Yes,2020-09-24,"Bonney Lake, WA","We had numerous problems during the build out and had to threaten to terminate the contract on 3 different occasions to get things done that should have never been in question. The standard response to any request is ""no"". Shea does a very poor job of supervising the subcontractors. Most of the subcontractors are good, but some are not so good and Shea's supervision isn't diligent enough to maintain good quality with the poorer subs. The best advice is to keep close tabs during the building process because mistakes will be made. I strongly advise to get issues cleaned up before signing,because their responsiveness after closing is not very good.",2,3,2,3,1
My experience was not good,Pi-Ching T.,Yes,2026-01-22,"Peoria, AZ","Shea home you really don’t want me to have anything reviewed about buy shea home experience right now, my new house just got done with one month warranty fixed up . right now I’m right literally is word for waiting for months April comes so I can continue doing more fixing things to do my house , foundation problem or house setting problems I don’t know things are cracked ? please don’t use the word congregation to me , if you understand how I feel , experience is not very good .",2,1,1,1,2
Poor customer service,Anonymous,Yes,2026-01-20,"Irvine, CA",Always telling me why they wouldn’t help me. They don’t listen. They just have standard responses. Very disappointed with Shea,2,1,1,2,1
Nothing good to say about Shea Homes. Still dealing with a fraudulent Solar lease we were forced into by Shea and multiple structural issues that are not being addressed.,Jeffrey M.,Yes,2025-07-31,"Las Vegas, NV","Have nothing good to share. Lending department was nothing but harassment for months, several structural concerns that are being ignored, HOA that demands everything but returns nothing. Still stuck in legal mitigation over a solar lease we were forced into by Shea and told that it is our problem. Product and experience is not worth the money.",2,2,1,2,1
Needs good management,Anonymous,Yes,2025-07-21,"Encinitas, CA","I waited to respond as it’s been a rocky start. I like my unit even with issues from start. I’m still waiting for them to fix Feel focus here is on the visitors and not those of us who live here. Needs increase in infrastructure stop signs at restaurant and I’m not sure what do you can’t have outsiders roaming around all night long after cafe etc locked and gated. It’s very noisy rarely quiet, too many events which at times make hard to leave or get in. Feel we as owners pay for others to have the experience with no thought how impacts those living here. Mgt has been mostly absent.They don’t respond to issues.",2,2,2,2,1
Poor Quality,Anonymous,Yes,2025-06-18,"Peoria, AZ",1 day after moving into our home we have had flooring issues. After nearly 3 months of dragging their feet Shea is finally repairing the issue and having to move us out of our home for 2 weeks. While they are apologizing they are offering $200 a night for room and board for a family of 5. Absolutely ridiculous. They say they are sorry but don't truly step up.This seems to be a common issue for Shea currently.,2,1,2,3,1
expect to oevrpay for what you get,Michael H.,Yes,2025-05-07,"Rio Verde, AZ",low quality at premium pricing,2,1,2,1,3
Overall not satisfied with Shea homes,Deve K.,Yes,2025-01-13,"Parker, CO","Shea homes builders are not friendly in nature. completely they are thinking as business gain, no customer favor. some are not standard but they are always telling it meet shea standard. Even customer paid for options, not reaching up to standards. No honesty at all. No proper response from shea homes builder and no choice to talk from customer perspective and no response from shea homes builder. Quality wise its not good as per what customer paid. Need to improve a lot in all sectors.",2,2,1,1,2
Regret buying a Shea Home,John R.,Yes,2024-12-19,"Castle Rock, CO","Our Shea home in the Canyons has not been good. First, the salesperson Abbe who sold us the house told us that if we acted quickly we'd get a $50k credit. She didn't explain that $30k of that would only apply if we used Shea Mortgages. Now she's gone to fleece some other people at a different homebuilder. The craftmanship of the house is less than ideal. Our lights keep flickering, appliances don't work correctly, and many of the materials and craftsmanship that they used were less than standard in what I would assume is an effort to maximize their profit. The service folks we've dealtwith have been good, even though it seems like their hands are tied by corporate in many of the issues that we've found. Overall disappointed.",2,2,1,1,3
Overall bad,Jordan R.,Yes,2024-01-03,"Ventura, CA","The quality of work and attention to detail is seriously lacking. For a nearly 1,000,000 dollar home you’d expect a lot more in terms of finishing. The baseboards bow inward in some areas, the staircase where the dry wall meets the flooring is atrocious, and nearly all the downstairs light dimmers are making a buzzing noise. There are multiple areas where the drywall seams are noticeable and even lumpy. The tile work in the bathrooms is horrible in some areas and the master bath shower glass is scratched. Also there is unique touch at the top of the stairs beneath the newel post where the 3/4inch trim, baseboard, and newel post corners all point in different directions. The tile work in the master bath shower is also horrendous.",2,1,2,1,3
We closed the house with lot of unfinished work,Mayur P.,Yes,2023-07-05,"Phoenix, AZ",Shea did not meet our expectations at all due to so many open issues. They close our house in April of this year and mostly cabinets are having issues. Supervisor from cabinet company was surprised that how come they gave you keys with so much unfinished work. Baseboards in the house are installed so badly. I am not sure how shea builder can deliver such bad quality work for an expensive house? After closing the house priority of unfinished is not treated properly. so much frustration.,2,1,2,2,1
Shea Home purchase,Ahmed K.,Yes,2023-07-04,"Conroe, TX","Overall we did not have a great experience with our first home purchase. Three different builders worked on our home. The first two were let go. I will give credit to Jorge for inherited a myriad of problems, did his absolute best to clean up the mess. You must get a third party inspector. It's a must. The builders gave us a very hard time over that but we still had him come through, despite costing us $750. Our inspector delivered a report well over twenty pages. We were wooed by the model house. Yet the quality of the build on ours was anything from it. Sloppy craftmanship throughout, facets and receptacles not level, light fixtures out of socket, and unsealed window sill molding letting spiders and various insects in. A leaky sprinkler systems, and an AC that doesn't cool the house. Needless to say the paint job was poor too. The garage remotes never worked. The workers didn't even bother removing the wraps from the garage rails, and there is spray pain everywhere. It's just sloppy hurried work. Be careful, verify, verify, and then verify some more. Do not fall for the razzle dazzle of the model or the sales people.",2,1,1,1,2
Bad experience,Maria J.,Yes,2023-06-21,"Mission Viejo, CA","Keys were handed over to me before a thorough inspection of the home was done. During the final walkthrough, appliances were not run. Move in day, There was no water whatsoever in the washing machine, so I was unable to wash work clothes. The ice maker also had no ice/water hooked up. When I called to get help, they said I was out of luck because it was a weekend! I couldn’t get a single person to come out to address the problem, each one emphasizing that it was a Saturday. I got someone on the line to help me hook up the water lines by myself. It was NOT easy to say the least. I assumed thatthe keys being handed over, meant the home was ready to move in to. Not the case! Had someone taken 5 minutes out if their “weekend” to properly hook up appliances, I would not have had to take additional time off of work. So unprofessional on the part of Shea Homes! I expected way more from them.",2,3,2,1,1
Bad staff and their customer service,Anonymous,Yes,2023-05-09,"Mission Viejo, CA","Sales lady was not helpful and was rude during closing, created so much confusion between the loan lender and us. The warranty guy sucks, doesn't even respond to emails, have items pending to be fixed from customer-walk through about 3 months ago. The Shea loan guy was just as bad, had to complain to his manager to get him to respond to my emails to get a Shea loan. Overall, almost backed out of the deal because of how horrible the staff and their dealing is. It was very stressful and frustrating at every step. The floorplan is great which is the only reason we bought it.",2,2,1,3,1
Did not get what we ordered,Ian S.,Yes,2023-04-04,"Peoria, AZ","We have been a months after our close, never should have closed, to address many defects noted in the pre-close walk through. Ordered and paid for specific appliances (paid for options) that we did not get, they substituted inferior appliances and so far have refused to replace them. Trades show up and have no idea what they are repairing.",2,1,2,1,1
Very poor quality and workmanship,Anonymous,Yes,2023-03-15,"Humble, TX","I am extremely disappointed with the quality and workmanship of my newly-built home. As a new homeowner who has invested over $500K into this property, I expected a level of quality that is simply not present. From the moment I moved into my newly built home 3 months ago, I have encountered numerous issues that should have been addressed during the construction process. The walls are not straight, the paint job is sloppy, wall texture is uneven, tiles are crooked, cabinet paint is peeling, windows seals are broken, roof was leaking, pipes were leaking behind the wall, and a number ofother issues. We’ve addressed these issues, and some have been corrected, but with it was met with lots of difficulties. Almost 3 days a week for over 2 months, we’ve had various contractors in our home to fix the issues in which they come over unprepared without the correct materials and equipment. They also come uninformed of what they are supposed to do and it’s difficult to communicate to them because there is a language barrier. Also many of them are sloppy and created more issues resulting in multiple visits to fix the issues they’ve caused. There are still a lot outstanding issues that needs to be addressed and the warranty team seems are not as responsive as they were when we initially had our 30-day follow up. This lack of communication is unacceptable, especially considering the amount of money that I have invested into this property. I am frustrated with the level of service that I have received thus far, and actually hate my house. I regret buying it and can’t wait to sell it.",2,1,2,2,2
Long wait times,Mary P.,Yes,2023-03-07,"Peoria, AZ","Terrible lot. Since all I saw were dirt lots when I purchased, I didn't know that the air conditioning units would be placed right outside my bedroom window! Both my neighbors and mine are there. On the other side, my neighbor's unit is right in front of my living room. Houses are squeezed together. I'm still waiting for them to put the cabinet door on. It's been sitting here for 3 months. I had to have the electrician out 3 times to correct things. Bathroom was mis-wired and the Ring doorbell has been serviced twice. Doesn't seem like sturdy construction. I though Shea was a goodbuilder but I guess things have changed. Would not recommend a Shea home.",2,2,1,1,3
Not impressed.,Joyce T.,Yes,2023-02-23,"Wickenburg, AZ",We were delayed over and over. The house sat completely still at frame for 5 1/2 months waited for HVAC. It took ONE day to do the HVAC when they finally showed up. 21 month build time. Then closed the house with items not completed. Every neighbor we have talked to had items not completed when they closed. Not a quality home. This is our third new build and by far the worst one. We are very disappointed.,2,2,1,2,2
Not Impressed,Duwayne B.,Yes,2023-01-17,"Humble, TX","I'll start by saying if I knew what I know now, I'd have gone with a different builder. The workmanship and quality of Shea Homes product (specifically) my home is complete garbage. For what the house cost, anyone in their right mine would expect a better product. From poor paint job, floor/tile completion, misaligned doors and the list goes on. Each day I'm in this house, I find more issues of poor craftsmanship and rush job. What makes it frustrating is the fact there were zero compromises from the builder in regards to making minor changes during the building process but here I am waitingweeks for them to fix items that should have been done from day one. The finance lady acted like she couldn't care less if we went with a different financial institution, which actually should have gave me a clue on what I was getting into. Bottom line is, other than the sales rep, the rest of the experience has been well below average. Tired of taking off work to get crap fixed. Which brings me back to my beginning sentence, if I knew what I know now, I would have sprinted away from Shea. But lesson learned! Just my experience.",2,1,1,2,2
Poor quality product,Anonymous,Yes,2023-01-04,"Peoria, AZ","We purchased a new build Mosaic model at the beginning of the pandemic, sadly what we purchased has not come close to meeting our expectations. We rented in the community during the build process and we were able to catch many issues. Once we moved in, it’s been an on-going punch list of repairs due to poor craftsmanship. Not one cupboard or drawer works correctly, light fixtures are off center and now a broken primary condensation pipe has lead to opening up our living room wall to dry out the insulation and sheet rock. Our Shea customer service person has been great, but scheduled tradesdon’t show up to fix the repairs or if they do show up they’re not fully briefed or prepared to fix the problem. We closed the beginning of November and we are no where near getting everything fixed.",2,1,1,2,1
Workmanship is awful. Attempted to patch poor quality. Can’t get things fixed. Always saying this is not a custom house. Wow a million dollar tract home. Amazing,Keith B.,Yes,2022-10-25,"Camarillo, CA",A million dollar tract home. Amazing 0,2,2,2,1,1
End product OK; experience not,Mark E.,Yes,2022-10-15,"Rio Verde, AZ",I would not recommend Shea,2,2,1,2,2
Move in condition,Timothy M.,Yes,2022-09-03,"Wickenburg, AZ","During the final inspection we found several issues that were documented but do not have any action plan to address. We had discovered the manufacturer of the main power panel had reported issues with quality of breakers that could cause a fire. We were told that would be investigated but 90 days later no update. A garage door panel was dented after installation and prior to taking possession. We were told a replacement was back ordered but not surprisingly, they are still building houses with the same garage door being used. Why can't mine be replaced before a new house getsone? They must be able to get doors from somewhere.",2,2,1,1,1
Raj,Raj P.,Yes,2022-07-05,"Marina, CA","Responsiveness is totally Zero Warranty guy does not want to fix problems After paying very very large amount for house , the finishing product ( the house ) is totally Disgrace , The warranty guy has either been fired Or not interested in fixing the warranty work It almost 2 months no body Responding from Shea Homes 831 920 8496",2,1,1,2,1
The quality of the house quite poor,Kirankumar S.,Yes,2022-06-15,"Tracy, CA","I have paid premium price for my house, but did get poor quality house for it. - The sales team very stubborn do not give opportunity to tell the quality issues identified, they just say whether to cancel or buy it. How can we cancel it after putting such a huge amount. We have to accept what ever quality they built it. - The put the chipped roof beam, when I pointed that issue, construction officer says it is what it is. - On receiving day of the key found huge cracks on the side yard. They can’t address it with in few hours, as I got the keys, I have to wait for service request. - After20 days of living every nook and corners has huge crack/ displacement, during the 1 month appointment learned that they can fix these issues at 1 year appointment. - With in 15 days there was big wall enclosure displacement at the entry of the house. This shows the quality construction, I feel disappointed with this problem. Everyone in the neighborhood think it is the structural problem, where as your team think this model has known issues with wall enclosure displacement. - the garage handover with a dirty wall, I have notified before the keys handover. They didn’t care to fix it. Positive side: All minor problem fixed on 1month appointment findings on time. Overall the quality of the construction is very poor.",2,1,1,1,3
How much the agent did not help. Made us feel like we were interrupting her fay with questions or just flat out didn't want to help,William M.,Yes,2022-03-31,"OCALA, FL",Materials are taking a long time to get in. You will have to learn patience,2,3,2,1,1
"beware, get things in writing",John M.,Yes,2022-03-02,"San Tan Valley, AZ","Many misrepresentations about what is included, very poor communication, many delays due to work having to be done over and over. Interior paint and trim is very sloppy and not to a professional standard for even an entry level home. Delays were not due to covid they were due to poor resource management and needless duplication of work that is still a mess.",2,2,1,2,1
Poor Workmanship and Even Worse Quality Control,Saqib J.,Yes,2022-02-23,"Irvine, CA","We just purchased a new home at Cetara by Shea Homes. The handover process was extremely disappointing, so much so that after 2 months of moving in we are still chasing to have almost everything fixed/ repaired/ replaced. The list is too long, but it includes flooring, shabby painting, poor workmanship, electrical issues, almost felt like we purchased from amateurs. Not a happy customer.",2,1,2,3,1
Poorly built - never again,Robert S.,Yes,2022-02-23,"Lake Forest, CA","Many defects, poor workmanship by the crafts. Many things pointed out prior to close were not addressed. Hurry up and sell mentality. Terrible customer service manager who doesn't pick up or return my calls from me.",2,1,1,2,1
Bad carpet,Avadh T.,Yes,2022-02-01,"Fremont, CA","Carpet was very bad and even when their own people agreed that carpet is in bad condition, office guys just wanted to fix the problem",2,1,1,3,2
"we never felt like we could trust any progress or updates on the building process, lost my faith in Shea as a quailty home builder",Michele S.,Yes,2021-12-21,"Wickenburg, AZ","Please make sure your project manager stays focused on all aspects during the building process, and doesn't make excuses for what she or he can't keep up with. Most alarming was hearing we weren't getting a custom home, even from the Contruction Manager. We all know these aren't custom homes, but most of us have upgraded our homes to make what we would like to have included.",2,1,1,3,1
Sales Manager and initial construction manager were good,Sharmila F.,Yes,2021-11-29,"Katy, TX","The build experience towards the end was stressful. We chose upgrades that we had to follow up on. The project management was lacking. The workmanship was not good. We are still dealing with issues like basic finishing of tiles that have grout haze on them, Lvp flooring with stains. Quite disappointed",2,1,1,1,1
Shea Homes - Our home was built during covid when there was a shortage of,Arminder S.,Yes,2021-10-27,"Livermore, CA","Our home was built during covid when there was a shortage of construction workers, etc. Very sloppy paint job, carpet job, and quality is very poor. This is our second Shea home. First one out of state no issues. Our warranty care person in this particular community is not very responsive with following up and fixing the issues. Very bad experience with this particular home. Three months into our brand new home we had a master bathroom leak. Shea had to demolition the the whole master bathroom. Leaked into our neighbors ceiling below. Shea refuses to pay for full carpet cleaning that theircontractors destroyed and stained. Just awful!!!!",2,2,1,2,2
The excuses,Nancy K.,Yes,2021-07-16,"Maple Valley, WA","This home is in a 55 and older community, but the homes were not designed to older generation. IE. cannot get into the master bathroom in a wheel chair, emptying the dryer in a stacking laundry room.",2,2,1,3,1
"Poor Craftsmanship, Extremely cheap finishes",Sean R.,Yes,2021-04-01,"Manvel, TX","I have purchased several homes over the years and my new Shea home is by for the worst. The only reason i purchased the home is i was being relocated by my job and needed an inventory home immediately and this one was available. Everything in this home, the sinks, the tubs, the fixtures, shower heads, lighting, light switches, door knobs, ceiling fans, faucets and cabinets are all of the cheapest quality. I wouldn't think that such cheap material would be used in a 410k home. The paint and caulk was finished extremely sloppy. I have been living in the home just over a month and i have noticedthe the tubs and sinks have scratches, I have found chips in counter tops, areas of exterior brick work missing mortar. This home was just thrown together by the cheapest bid winner. I researched some contractors the Shea builders hire for work and some of the contractors average 2 and 3 stars with aweful reviews. I expected more but i am disappointed with my new purchase. Living in the home i am constantly finding new things that are wrong with the home. Would i ever buy another Shea home or reference anyone i know to buy a Shea home, the answer is simple NO!",2,1,1,1,4
Careless,Randy C.,Yes,2021-02-16,"Spring, TX",Take your business elsewhere. Shea built us a subpar home that is not worth the premium pricing they asked for. There was very little receptiveness to criticism from us pointing out even the most obvious of issues. Ask to meet and talk to the construction manager before deciding to sign the contract.,2,2,2,1,2
Shea Homes - quality of workmanship was very bad!,Hai N.,Yes,2021-01-12,"Garden Grove, CA",quality of workmanship was very bad!,2,1,2,2,2
Customer Service,Gerald V.,Yes,2020-11-10,"Bonney Lake, WA",Poor customer service and extremely poor responsiveness to home issues.,2,2,2,2,1
"Terrible experience, customer service has been horrible",Eric G.,Yes,2020-11-05,"Queen Creek, AZ","Horrible customer service, I personally would buy from a different builder in the area if I could do it all over again, I honestly could not believe how awful the Shea customer service team is, including Rich the supposed supervisor.",2,2,1,3,1
Plenty of “misunderstandings”.,Lori B.,Yes,2025-08-20,"Las Vegas, NV","All charges were not disclosed up front (SID). Didn’t find out about it until signing contract. I was told certain things were included in the HOA which were not. The solar company that I had to sign a contract with filed Chapter 11 Bankruptcy, leaving me in limbo. There were overcharges on documents sent to the loan company. Still waiting to hear back from the HOA management regarding a correction on my account. I will say Frankie went to bat for me regarding building issues. I truly appreciate his willingness to help and make things right for me. Mike has also been great answering anyWarrenty questions and responding very quickly. Both Frankie and Mike get 5 stars!!!!",1,5,2,3,2
Average,Eric R.,Yes,2023-12-13,"Yorba Linda, CA","My trust was broken when I was pressured to close versus what needed to be fixed and repaired on buyin a new product. Sad that a Superintendant tells me this is a production home. When I spent $750,000 in upgrades. Not a happy buyer",1,4,3,3,3
Not flexible with hardships,Frank o.,Yes,2023-11-14,"Kuna, ID","We had health hardship and wanted to stay with present doctors out of state where we were living and cancel ,before builder had started work on house. They responded with keeping our entire large deposit if we cancelled even though my wife was in a life threatening situation. This was not buyers remorse ,but a rea l health scare.",1,5,3,4,3
Shea Homes - This experience was awful!,Anonymous,Yes,2022-07-29,"Manvel, TX","This experience was awful! The VP Scott was arrogant and does not care about customers. I have asked other Shea home neighbors and they all felt the same! No one addresses problems and did not things seriously. We all spent a lot of money and chose to pick Shea, but we was treated as if we should be grateful to have Shea. That is why Perry has sold more houses in this section than Shea. Customer service is the most important aspect of sales.",1,4,2,4,3
"Our house took 14 months in be 90% completed, when they 1st said 6 to 9 months",David C.,Yes,2022-03-07,"Wickenburg, AZ",Be willing to wait for delays and material delays. Home won't be completed at closing.,1,3,3,4,4
no good experience so far,Anonymous,Yes,2026-01-08,"Fort Mill, SC","will not leave a review. They have trampled my first right amendment to freedom of speech, and threatened to have me arrested if I talk anymore",1,4,1,4,1
careful about what they say is included you are paying for it,Nadine K.,Yes,2024-10-02,"Brentwood, CA",we were told all the extras were included in the price because of the home was already built. Come to find out nothing was included.. Everything wasn’t add-on. Very frustrated that they showed up with a TV mount saying it was no charge/free. It was part of the house. We didn’t even want or use the TV mount and later looked at our paperwork seeing they charged us $450 for a TV mount we didn’t even want or use. They would not credit me nor would they throw something in that value like a lousy outlet that should’ve been there to begin with. frustrating to say the least,1,4,1,2,1
Disappointed with the process and quality,Anonymous,Yes,2023-10-08,"OCALA, FL","I own a Shea home in the Preserve and its beautiful, very well built, no complaints. About 5 years old now. I decided to build a second home (Villa) and have been very disappointed with the process, they were very rude before closing, and the quality of the workmanship. There are so many things wrong and still waiting to get some of them fixed. The dishwasher didn't work. Instead of replacing it, I had to wait 3 weeks for parts, paint spots all over the floors, crooked light switch, shower leaks, shower pressure low.. If I had it to do over I would not buy again. Dan, the warrantyrepair person has been great. The WIFI which is included in the HOA was a nightmare to get turned on, and so many of the appliances rely on WIFI, it should be done BEFORE you move in.",1,1,3,2,3
Never buy from Shea!,Debbie M.,Yes,2023-10-03,"Wickenburg, AZ","This was the worst experience ever. I was told 10-12 month build time, it took 20 months to complete my home. No communication!",1,3,1,4,1
Shea Homes - lack of integrity and workmanship,Anonymous,Yes,2023-05-30,"Scottsdale, AZ","Shea Homes purchased a superior parcel at The Phoenician and the subdivision design is spectacular! I wish I could continue with positive praise but I can’t. The lack of integrity from day 1, the poor quality of workmanship, and the ongoing lack of transparency is just the beginning. Building a home should be a happy time, but Shea Homes destroyed that dream.",1,1,1,3,3
